term,title,brief_description,time_needed,steps_to_make,tips_for_use,intended_use,tlr_type,class_size,bloom_level,budget_band,learning_outcome,search_keywords,slug,last_updated,is_published,download_count,class_level_id,created_by_id,indicator_id,standard_id,strand_id,subject_id,substrand_id
1,Body Parts Learning Mirror,Unbreakable mirror with body part labels to promote self-awareness and vocabulary development.,short,"1. Mount large unbreakable mirror at child height
2. Create removable labels for body parts (head, arms, legs, hands, feet, eyes, nose, mouth)
3. Use bright colors and simple pictures alongside words
4. Add velcro so children can move labels
5. Include ""Simon Says"" instruction cards","- Start with major body parts, add details gradually
- Sing body part songs while looking in mirror
- Play ""Touch your..."" games
- Encourage children to point to parts on themselves and others
- Use during discussions about keeping our bodies healthy",aid,poster,small,remember,medium,Children will identify and name major body parts and develop body awareness.,"body parts, mirror, self awareness, vocabulary, nursery",body-parts-learning-mirror,2025-06-28,1,0,2,1,,,5,5,
1,Fine Motor Threading Cards,Large threading cards with simple patterns to develop hand-eye coordination and concentration.,short,"1. Cut large shapes from cardboard (circle, square, heart, star)
2. Punch holes around the edges, about 2cm apart
3. Cover with clear contact paper for durability
4. Provide thick yarn or shoelaces with taped ends
5. Create pattern cards showing different threading designs","- Demonstrate threading technique first
- Start with just a few holes, increase gradually
- Encourage children to create their own patterns
- Use during quiet time or as a calming activity
- Celebrate completed projects with enthusiasm",aid,manipulative,small,apply,low,Children will develop fine motor skills and hand-eye coordination through threading activities.,"fine motor, threading, coordination, patterns, nursery",fine-motor-threading-cards,2025-06-28,1,0,2,1,,,5,5,
1,Rhythm Instrument Collection,Simple homemade instruments for exploring rhythm beat and musical expression.,core,"1. Create various instruments:
   - Shakers: plastic bottles with rice/beans
   - Drums: empty containers with tight lids
   - Bells: sew bells onto elastic bands
   - Rhythm sticks: decorated wooden dowels
   - Tambourines: paper plates with bottle caps attached
2. Decorate each instrument with colorful designs
3. Store in a music basket","- Start with one instrument at a time
- Demonstrate how to hold and play each instrument
- Play music and encourage children to keep the beat
- Use instruments during singing time
- Create simple rhythm patterns for children to copy",aid,manipulative,medium,create,low,Children will explore rhythm and beat while developing gross motor coordination and musical expression.,"rhythm, music, instruments, movement, nursery",rhythm-instrument-collection,2025-06-28,1,0,2,1,,,6,6,
1,Movement Scarves and Dance Props,Colorful scarves and props for creative movement following music and expressing emotions through dance.,core,"1. Gather lightweight scarves in different colors
2. Create simple dance props:
   - Ribbon wands with craft sticks
   - Jingle bell bracelets with elastic
   - Flowing streamers attached to rings
3. Prepare movement instruction cards with pictures
4. Set up open space for safe movement","- Play different types of music (fast, slow, gentle, exciting)
- Demonstrate movements first, then let children explore
- Use scarves to show emotions: ""Show me happy dancing!""
- Encourage free expression without ""right"" or ""wrong"" movements
- Include cultural music and traditional dances",aid,manipulative,large,create,low,Children will express themselves through creative movement and develop gross motor skills while responding to different musical rhythms.,"movement, dance, scarves, expression, nursery",movement-scarves-and-dance-props,2025-06-28,1,0,2,1,,,6,6,
1,Interactive Phonics Sound Box Adventure,Multi-compartment sound box with objects and cards for each phonics sound promoting systematic phonics learning.,core,"1. Create compartmentalized box with 26 sections (one per letter)
2. For each letter, include:
   - 3-4 real objects starting with that sound
   - Picture cards showing more examples
   - Action cards showing Jolly Phonics movements
   - Letter formation tracing cards with arrows
3. Add sound recording buttons for each letter
4. Include instruction cards for various games
5. Create assessment check-off sheets","- Introduce 2-3 sounds per week systematically
- Let children find objects and sort them into correct compartments
- Practice letter formation while saying sounds
- Use for small group rotations and individual practice
- Encourage children to teach sounds to others
- Connect sounds to children's names and familiar words",aid,manipulative,small,understand,medium,Children will identify all 26 letter sounds form letters correctly and demonstrate phonemic awareness through sorting and blending activities.,"phonics, letters, sounds, systematic, KG1",interactive-phonics-sound-box-adventure,2025-06-28,1,0,3,1,,,7,7,
1,Sight Word Building and Reading Center,Interactive center with moveable letters word cards and activities for building and reading common sight words.,core,"1. Create magnetic letter board with colorful backing
2. Design sight word cards with:
   - Target word in large letters
   - Picture clue if applicable
   - Sentence using the word
   - Space for children to build word with magnetic letters
3. Include different difficulty levels (10, 20, 50 sight words)
4. Add word family sorting mats
5. Create sight word bingo games and flash cards
6. Include reading books featuring sight words","- Start with most common words: the, and, is, it, in
- Practice building words with magnetic letters daily
- Use sight words in context through simple sentences
- Play sight word games during transition times
- Encourage children to spot sight words in books
- Create personal sight word dictionaries for each child",aid,manipulative,small,remember,medium,Children will recognize and read 25-50 sight words automatically and use them to build simple sentences.,"sight words, reading, letters, vocabulary, KG1",sight-word-building-and-reading-center,2025-06-28,1,0,3,1,,,7,7,
1,Story Sequencing and Comprehension Theater,Interactive theater with story sequence cards character puppets and comprehension activities.,core,"1. Build simple puppet theater from large cardboard box
2. Create story sequence cards for 5-6 familiar stories
3. Design character puppets for each story
4. Make comprehension question cards:
   - Who was in the story?
   - What happened first/next/last?
   - Where did the story happen?
   - How did the character feel?
5. Include story prediction cards and alternative ending suggestions
6. Add story creation spinner with characters, settings, problems","- Read story first, then use theater to retell
- Let children arrange sequence cards in correct order
- Ask comprehension questions during puppet show
- Encourage children to create new endings
- Use theater for small group reading comprehension
- Have children take turns being ""director"" and asking questions",aid,manipulative,medium,understand,medium,Children will sequence story events correctly answer comprehension questions and demonstrate understanding of story elements.,"stories, sequencing, comprehension, theater, KG1",story-sequencing-and-comprehension-theater,2025-06-28,1,0,3,1,,,7,7,
1,Number Recognition and Formation Workshop,Multi-sensory workshop for learning numbers 1-20 with formation practice counting and number concepts.,core,"1. Create number formation trays with different textures:
   - Sand trays for finger tracing
   - Playdough mats for forming numbers
   - Textured number cards for tactile exploration
2. Include counting collections for each number (1-20)
3. Add number line activities and games
4. Create ""number of the day"" investigation cards
5. Include simple addition and subtraction manipulatives
6. Add number recognition assessment tools","- Practice one number formation daily using different methods
- Count real objects to match written numbers
- Use number line for simple addition (counting on)
- Encourage children to find numbers in environment
- Practice writing numbers in different media
- Connect numbers to real-life situations: ages, addresses, phone numbers",aid,manipulative,small,remember,medium,Children will recognize write and understand quantities for numbers 1-20 and perform simple addition and subtraction.,"numbers, formation, counting, mathematics, KG1",number-recognition-and-formation-workshop,2025-06-28,1,0,3,1,,,8,8,
1,Measurement and Comparison Laboratory,Hands-on laboratory with tools and activities for exploring length weight capacity and comparison concepts.,core,"1. Set up measurement stations:
   - Length: rulers, measuring tapes, string, blocks
   - Weight: balance scales, various objects to weigh
   - Capacity: containers of different sizes, water, rice
   - Time: clocks, timers, daily schedule cards
2. Create recording sheets for measurements
3. Include comparison vocabulary cards (longer/shorter, heavier/lighter)
4. Add estimation activities and prediction cards
5. Create ""Measurement Detective"" investigation cards","- Start with direct comparisons before using tools
- Use consistent vocabulary: long, longer, longest
- Encourage estimation before measuring
- Record findings on simple charts
- Connect measurements to daily activities
- Let children create their own measurement challenges",aid,manipulative,small,apply,medium,Children will compare and measure objects using appropriate tools and vocabulary and make reasonable estimations.,"measurement, comparison, tools, estimation, KG1",measurement-and-comparison-laboratory,2025-06-28,1,0,3,1,,,8,8,
1,Advanced Phonics Blending and Segmenting Station,Comprehensive station for blending sounds into words and segmenting words into individual sounds.,core,"1. Create blending slides with consonant-vowel-consonant words
2. Design sound segmenting mats with boxes for each sound
3. Include picture cards for 100+ three-letter words
4. Add progressive difficulty: CVC, CVCC, CCVC words
5. Create self-checking answer keys
6. Include games like ""Sound Race"" and ""Blending Bingo""
7. Add recording sheets for tracking progress","- Model blending slowly first: /c/ /a/ /t/ = cat
- Use physical movements for each sound
- Progress from blending to segmenting systematically
- Encourage children to use fingers to count sounds
- Connect to spelling and writing activities
- Use nonsense words to test true blending skills",aid,manipulative,small,apply,medium,Children will blend individual sounds to read simple words and segment words into component sounds for spelling.,"phonics, blending, segmenting, reading, KG2",advanced-phonics-blending-and-segmenting-station,2025-06-28,1,0,4,1,,,9,9,
1,Independent Reading and Writing Workshop,Structured workshop with leveled books writing materials and guided activities for developing independent literacy skills.,core,"1. Organize books by reading levels (A-D for beginners)
2. Create comfortable reading area with pillows and good lighting
3. Set up writing station with:
   - Various paper types (lined, blank, story templates)
   - Writing tools (pencils, crayons, markers)
   - Word walls and picture dictionaries
   - Story starter prompts
4. Include reading comprehension activities
5. Add peer sharing and presentation area
6. Create individual reading and writing portfolios","- Start with 10-15 minute independent sessions
- Teach children how to choose ""just right"" books
- Encourage invented spelling in early writing
- Provide quiet space for concentration
- Conference with individual children regularly
- Celebrate all attempts at reading and writing",aid,manipulative,medium,create,medium,Children will read simple books independently and write sentences expressing their ideas using invented and conventional spelling.,"reading, writing, independence, literacy, KG2",independent-reading-and-writing-workshop,2025-06-28,1,0,4,1,,,9,9,
1,Guided Reading Comprehension Center,Structured center with leveled readers comprehension strategies and discussion activities for developing reading skills.,core,"1. Organize books by guided reading levels (E-J)
2. Create comprehension strategy posters:
   - Making connections (text to self, text to world)
   - Predicting and confirming
   - Visualizing
   - Questioning
   - Summarizing
3. Design comprehension activity cards for each book
4. Include vocabulary development activities
5. Create discussion prompt cards for book talks
6. Add reading response journals and graphic organizers","- Group children by similar reading levels
- Teach one strategy at a time explicitly
- Encourage children to discuss books with partners
- Use graphic organizers to support comprehension
- Connect reading to children's experiences
- Celebrate reading growth and achievements",aid,manipulative,small,analyze,medium,Children will read grade-level texts with comprehension and use strategies to understand and discuss what they read.,"reading, comprehension, strategies, discussion, Class 1",guided-reading-comprehension-center,2025-06-28,1,0,5,1,,,10,10,
1,Grammar and Sentence Construction Workshop,Interactive workshop for learning parts of speech sentence structure and grammar rules through hands-on activities.,core,"1. Create moveable word cards in different colors:
   - Red for nouns
   - Blue for verbs
   - Green for adjectives
   - Yellow for articles (a, an, the)
2. Design sentence building mats with spaces for each part of speech
3. Include grammar sorting activities
4. Add punctuation cards and rules posters
5. Create ""Fix the Sentence"" error correction activities
6. Include creative writing prompts using target grammar","- Start with simple noun-verb sentences
- Use color coding consistently for parts of speech
- Encourage children to act out sentences they create
- Practice grammar in context of meaningful writing
- Use games to make grammar learning fun
- Connect to children's oral language patterns",aid,manipulative,small,apply,medium,Children will identify parts of speech construct grammatically correct sentences and apply grammar rules in their writing.,"grammar, sentences, parts of speech, writing, Class 1",grammar-and-sentence-construction-workshop,2025-06-28,1,0,5,1,,,10,10,
1,Place Value and Number Sense Exploration,Comprehensive materials for understanding place value number relationships and number sense up to 100.,core,"1. Create base-10 blocks using different materials:
   - Units: small cubes or beans
   - Tens: rods or bundled sticks
   - Hundreds: flat squares or plates
2. Design place value charts and mats
3. Include number line activities (0-100)
4. Create ""What Number Am I?"" riddle cards
5. Add number comparison activities (>, <, =)
6. Include estimation jars with different quantities","- Use concrete manipulatives before abstract numbers
- Practice bundling and unbundling activities daily
- Connect place value to money concepts
- Use number line for counting patterns
- Encourage estimation before counting
- Relate to real-world examples: house numbers, ages",aid,manipulative,small,understand,medium,Children will understand place value concepts compare numbers to 100 and demonstrate strong number sense.,"place value, numbers, base-10, mathematics, Class 1",place-value-and-number-sense-exploration,2025-06-28,1,0,5,1,,,11,11,
1,Addition and Subtraction Strategy Center,Multi-strategy center for learning various approaches to addition and subtraction within 20.,core,"1. Create strategy station posters:
   - Counting on/back
   - Using doubles
   - Making 10
   - Fact families
   - Number line jumps
2. Include manipulatives for each strategy
3. Design problem-solving task cards
4. Add games for fact fluency practice
5. Create assessment tools for strategy understanding
6. Include real-world word problem scenarios","- Teach strategies explicitly, one at a time
- Allow children to choose strategies that work for them
- Use story problems to make math meaningful
- Practice fact fluency daily in short sessions
- Connect to money and measurement problems
- Encourage explaining mathematical thinking",aid,manipulative,small,apply,medium,Children will use multiple strategies to solve addition and subtraction problems within 20 and explain their mathematical thinking.,"addition, subtraction, strategies, problem solving, Class 1",addition-and-subtraction-strategy-center,2025-06-28,1,0,5,1,,,11,11,
1,Advanced Reading Fluency and Expression Center,Center focused on developing reading fluency expression and advanced comprehension skills.,core,"1. Create fluency practice materials:
   - Repeated reading passages at various levels
   - Expression and intonation practice scripts
   - Partner reading protocols
   - Reading rate tracking charts
2. Include comprehension deepening activities:
   - Character analysis templates
   - Plot mapping organizers
   - Theme exploration cards
   - Author's purpose activities
3. Add oral presentation and performance opportunities
4. Create listening center with recorded texts","- Model fluent reading daily
- Practice repeated reading with partners
- Focus on expression and meaning, not just speed
- Use reader's theater for expression practice
- Encourage children to self-assess fluency
- Connect fluency to comprehension improvement",aid,manipulative,medium,analyze,medium,Children will read grade-level texts fluently with expression and demonstrate deep comprehension through analysis and discussion.,"fluency, expression, comprehension, reading, Class 2",advanced-reading-fluency-and-expression-center,2025-06-28,1,0,6,1,,,12,12,
1,Creative Writing and Publishing Workshop,Complete writing workshop with planning tools revision strategies and publishing opportunities.,core,"1. Set up writing process stations:
   - Planning: graphic organizers, story maps, idea webs
   - Drafting: various paper types, writing tools
   - Revising: editing checklists, peer review forms
   - Publishing: book-making materials, illustration supplies
2. Create genre-specific writing guides
3. Include mentor texts for each writing type
4. Add writing conference forms and rubrics
5. Set up author's chair and celebration area
6. Create class anthology and individual portfolios","- Teach the writing process explicitly
- Conference with individual writers regularly
- Encourage risk-taking and creativity
- Celebrate all stages of writing, not just final products
- Use mentor texts to inspire and instruct
- Create authentic audiences for children's writing",aid,manipulative,medium,create,medium,Children will write in various genres using the writing process and publish their work for authentic audiences.,"writing, publishing, process, creativity, Class 2",creative-writing-and-publishing-workshop,2025-06-28,1,0,6,1,,,12,12,
1,Literature Circle Discussion and Analysis Center,Sophisticated center for book discussions literary analysis and critical thinking about texts.,core,"1. Create role cards for literature circles:
   - Discussion Director: prepares questions
   - Vocabulary Enricher: finds interesting words
   - Illustrator: creates visual responses
   - Connector: makes text-to-life connections
   - Summarizer: retells important parts
2. Design analysis templates for different genres
3. Include critical thinking question prompts
4. Add multimedia response options
5. Create peer evaluation forms
6. Set up presentation and sharing protocols","- Start with shorter texts and simple roles
- Model each role before independent practice
- Encourage deep thinking and analysis
- Rotate roles so children experience all perspectives
- Connect discussions to writing and other subjects
- Celebrate insights and different interpretations",aid,manipulative,small,evaluate,medium,Children will engage in sophisticated discussions about literature analyze texts critically and express well-reasoned opinions.,"literature, discussion, analysis, critical thinking, Class 3",literature-circle-discussion-and-analysis-center,2025-06-28,1,0,7,1,,,13,13,
1,Advanced Research and Presentation Project Center,Complete research center with information gathering tools organization systems and presentation resources.,core,"1. Create research process guides:
   - Question formulation templates
   - Source evaluation checklists
   - Note-taking organizers
   - Citation format examples
2. Include information gathering tools:
   - Interview question templates
   - Survey forms
   - Observation sheets
   - Digital research guidelines
3. Add presentation format options:
   - Poster templates
   - Slideshow guidelines
   - Demonstration planning sheets
   - Video creation tools
4. Include assessment rubrics and self-evaluation forms","- Start with topics of high interest to children
- Teach research skills systematically
- Provide multiple sources and formats
- Encourage collaboration and peer learning
- Focus on process as much as final product
- Connect research to real-world issues and problems",aid,manipulative,medium,create,medium,Children will conduct independent research organize information effectively and present findings to authentic audiences.,"research, presentation, investigation, information, Class 3",advanced-research-and-presentation-project-center,2025-06-28,1,0,7,1,,,13,13,
1,Multi-Step Problem Solving and Strategy Center,Advanced center for solving complex word problems using multiple strategies and mathematical reasoning.,core,"1. Create problem-solving strategy posters:
   - Understand the problem
   - Devise a plan
   - Carry out the plan
   - Look back and check
2. Include various problem types:
   - Multi-step word problems
   - Open-ended investigations
   - Real-world applications
   - Logic and reasoning puzzles
3. Add strategy tools and manipulatives
4. Create reflection and explanation templates
5. Include peer collaboration protocols
6. Add assessment rubrics for problem-solving process","- Teach problem-solving strategies explicitly
- Encourage multiple solution methods
- Focus on mathematical reasoning and explanation
- Use real-world contexts whenever possible
- Promote collaboration and mathematical discourse
- Celebrate creative thinking and persistence",aid,manipulative,small,evaluate,medium,Children will solve multi-step problems using various strategies explain their mathematical reasoning and evaluate solution methods.,"problem solving, strategies, reasoning, mathematics, Class 3",multi-step-problem-solving-and-strategy-center,2025-06-28,1,0,7,1,,,14,14,
1,Fraction and Decimal Exploration Laboratory,Hands-on laboratory for understanding fractions decimals and their real-world applications.,core,"1. Create fraction manipulation materials:
   - Fraction circles, bars, and squares
   - Pizza and chocolate bar fraction models
   - Fraction number lines
   - Equivalent fraction matching games
2. Include decimal exploration tools:
   - Base-10 blocks for decimal representation
   - Decimal place value charts
   - Money models for decimal understanding
   - Measurement tools showing decimal increments
3. Add real-world application activities:
   - Cooking measurement conversions
   - Sports statistics analysis
   - Shopping and money problems
4. Create assessment and progress tracking tools","- Start with concrete fraction models before symbols
- Connect fractions to familiar experiences (sharing food)
- Use multiple representations for same concept
- Relate decimals to money and measurement
- Encourage estimation and reasoning
- Make connections between fractions and decimals explicit",aid,manipulative,small,understand,medium,Children will understand fraction and decimal concepts make connections between different representations and apply concepts to real situations.,"fractions, decimals, mathematics, real-world, Class 3",fraction-and-decimal-exploration-laboratory,2025-06-28,1,0,7,1,,,14,14,
1,Interactive Sentence Formation Slider,Sliding word strips that children can move to form simple sentences with picture cues.,core,"1. Create a large cardboard base (50cm x 30cm) with three horizontal slots
2. Cut sliding strips from manila cards for:
   - Strip 1 (WHO): Pictures + words - boy, girl, cat, dog, mama, papa
   - Strip 2 (ACTION): Pictures + words - runs, jumps, eats, sleeps, plays, sits
   - Strip 3 (WHERE/WHAT): Pictures + words - home, school, ball, food, bed, garden
3. Laminate all pieces for durability
4. Thread colorful ribbon through slots to guide sliding motion
5. Add velcro dots at end positions to hold strips in place
6. Decorate with bright colors and fun characters","- Start with simple combinations: ""Boy runs home""
- Let children slide strips and read the sentence together
- Encourage silly combinations for fun: ""Cat eats school""
- Use pictures as primary cues, words as secondary
- Ask ""What happens when we change this word?""
- Create actions for sentences: act out ""boy jumps""",aid,manipulative,small,create,medium,Children will understand sentence structure and create simple sentences by manipulating word and picture combinations.,"sentences, interactive, slider, grammar, nursery",interactive-sentence-formation-slider,2025-06-28,1,0,2,1,,,1,1,
1,Three-Letter Word Building Slider,Rotating wheels and sliding cards that help children build and blend three-letter words.,short,"1. Create three circular wheels from thick cardboard:
   - Wheel 1: Beginning sounds (b, c, d, f, h, m, p, r, s, t)
   - Wheel 2: Middle vowels (a, e, i, o, u) in bright colors
   - Wheel 3: Ending sounds (t, n, g, p, d, m, s, x)
2. Cut window spaces in base board to show one letter from each wheel
3. Use brass fasteners to attach rotating wheels
4. Add corresponding picture cards that slide into pockets below
5. Include simple three-letter words: cat, dog, pig, sun, bag, etc.
6. Color-code vowels differently from consonants","- Demonstrate turning wheels to form real words first
- Start with familiar words: cat, dog, run, big
- Sound out each letter as wheels turn: ""c-a-t makes cat!""
- Let children experiment with nonsense words too
- Match picture cards to words they create
- Use in pairs for collaborative learning",aid,manipulative,small,apply,medium,Children will blend letter sounds to form three-letter words and understand basic phonetic principles.,"phonics, blending, word building, interactive, nursery",three-letter-word-building-slider,2025-06-28,1,0,2,1,,,1,1,
1,Jolly Phonics Interactive Sound Garden,Three-dimensional garden scene with moveable characters and objects for each phonics sound.,core,"1. Create garden base from large cardboard box lid (painted green)
2. Make 3D elements for each Jolly Phonics sound:
   - 's' snake that winds through garden (green pipe cleaner)
   - 'a' ants marching (black pom-poms with legs)
   - 't' tiger behind trees (orange felt with stripes)
   - 'i' inchworm (green sections that bend)
   - 'p' pig in pen (pink felt with moveable parts)
   - 'n' net for catching (actual small net)
3. Add interactive elements: flip trees, opening flowers, moving gates
4. Include action cards showing Jolly Phonics gestures
5. Create pockets for letter cards throughout garden","- Introduce one sound per session using the garden story
- Encourage children to move objects while making sounds
- Practice Jolly Phonics actions with garden characters
- Hide letters in garden for treasure hunts
- Let children create their own garden stories
- Use for sound recognition games: ""Find something that starts with 's'""",aid,manipulative,medium,remember,medium,Children will recognize letter sounds through multi-sensory exploration and associate sounds with actions and objects.,"jolly phonics, sounds, interactive, garden, nursery",jolly-phonics-interactive-sound-garden,2025-06-28,1,0,2,1,,,1,1,
